order_id,location_code,commodity_group,temperature_group,weight_lbs,cube,cases,is_crossdock,order_source,order_date,required_delivery_date
PO-20260512-033,ALB-UT-PCT,REFRIGERATED,COOLER_34_38F,9484,1208,37,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-034,ALB-UT-PCT,DRY,AMBIENT,10953,1232,64,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-035,ALB-UT-PCT,FROZEN,FREEZER_0F,9984,1275,119,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-036,SAF-UT-LAY,FROZEN,FREEZER_0F,3904,622,36,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-037,SAF-UT-LAY,PRODUCE,COOLER_34_38F,17051,352,174,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-038,SAF-UT-LAY,REFRIGERATED,COOLER_34_38F,12937,280,139,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-039,SAF-UT-LAY,DRY,AMBIENT,3255,206,41,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-040,SAF-UT-LAY,PRODUCE,COOLER_34_38F,13152,334,268,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-041,ALB-UT-TOO,PRODUCE,COOLER_34_38F,4686,318,262,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-042,ALB-UT-TOO,FROZEN,FREEZER_0F,10205,353,127,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-043,SAF-UT-STG,REFRIGERATED,COOLER_34_38F,9283,297,279,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-044,SAF-UT-STG,FROZEN,FREEZER_0F,4850,816,92,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-045,SAF-UT-STG,PRODUCE,COOLER_34_38F,3301,1006,212,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-046,ALB-UT-CDR,FROZEN,FREEZER_0F,9768,449,263,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-047,ALB-UT-CDR,PRODUCE,COOLER_34_38F,2471,732,32,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-048,ALB-UT-CDR,REFRIGERATED,COOLER_34_38F,14382,1273,233,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-049,ALB-UT-CDR,DRY,AMBIENT,12804,1044,50,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-050,ALB-UT-CDR,FROZEN,FREEZER_0F,1660,289,260,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-051,ALB-UT-VRN,FROZEN,FREEZER_0F,10211,433,232,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-052,ALB-UT-VRN,PRODUCE,COOLER_34_38F,11917,1252,95,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-053,ALB-UT-VRN,REFRIGERATED,COOLER_34_38F,1191,972,36,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-054,ALB-UT-VRN,DRY,AMBIENT,9443,891,244,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-055,ALB-UT-PRC,FROZEN,FREEZER_0F,16588,552,180,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-056,ALB-UT-PRC,DRY,AMBIENT,3612,1032,181,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-057,ALB-ID-POC,PRODUCE,COOLER_34_38F,12384,1081,195,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-058,ALB-ID-POC,FROZEN,FREEZER_0F,13130,449,258,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-059,ALB-ID-POC,DRY,AMBIENT,4457,697,243,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-060,ALB-ID-POC,REFRIGERATED,COOLER_34_38F,12493,193,259,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-061,ALB-ID-IDF,FROZEN,FREEZER_0F,18361,817,247,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-062,ALB-ID-IDF,DRY,AMBIENT,2312,329,255,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-063,ALB-ID-IDF,PRODUCE,COOLER_34_38F,10483,156,268,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-064,ALB-ID-TWN,REFRIGERATED,COOLER_34_38F,8755,1084,119,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-065,ALB-ID-TWN,FROZEN,FREEZER_0F,5074,1168,117,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-066,ALB-ID-TWN,PRODUCE,COOLER_34_38F,10676,358,159,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-067,ALB-ID-BOI,FROZEN,FREEZER_0F,2691,254,125,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-068,ALB-ID-BOI,PRODUCE,COOLER_34_38F,12136,932,25,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-069,ALB-ID-BOI,DRY,AMBIENT,15170,449,33,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-070,ALB-ID-BOI,REFRIGERATED,COOLER_34_38F,14910,1027,164,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-071,ALB-ID-REX,REFRIGERATED,COOLER_34_38F,10733,1084,232,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-072,ALB-ID-REX,PRODUCE,COOLER_34_38F,14130,1196,248,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-073,ALB-ID-REX,DRY,AMBIENT,5287,633,86,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-074,SAF-WY-RKS,FROZEN,FREEZER_0F,19330,771,57,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-075,SAF-WY-RKS,REFRIGERATED,COOLER_34_38F,6563,1184,109,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-076,ALB-WY-EVN,PRODUCE,COOLER_34_38F,7157,929,68,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-077,ALB-WY-EVN,REFRIGERATED,COOLER_34_38F,17280,225,285,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-078,ALB-WY-EVN,FROZEN,FREEZER_0F,1932,222,201,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-079,ALB-WY-EVN,DRY,AMBIENT,14256,1000,159,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-080,ALB-WY-JKS,DRY,AMBIENT,20326,1195,78,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-081,ALB-WY-JKS,REFRIGERATED,COOLER_34_38F,9822,1054,181,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-082,ALB-WY-JKS,PRODUCE,COOLER_34_38F,19395,193,192,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-083,ALB-WY-JKS,FROZEN,FREEZER_0F,2636,681,121,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-084,ALB-WY-JKS,REFRIGERATED,COOLER_34_38F,1538,297,292,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-085,SAF-CO-GJT,FROZEN,FREEZER_0F,6658,777,288,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-086,SAF-CO-GJT,REFRIGERATED,COOLER_34_38F,885,915,96,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-087,SAF-CO-GJT,PRODUCE,COOLER_34_38F,15053,768,54,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-088,SAF-CO-GJT,DRY,AMBIENT,8598,480,269,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-089,SAF-CO-STM,PRODUCE,COOLER_34_38F,15864,976,65,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-090,SAF-CO-STM,REFRIGERATED,COOLER_34_38F,16269,1072,193,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-091,ALB-CO-CRG,REFRIGERATED,COOLER_34_38F,15980,913,114,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-092,ALB-CO-CRG,FROZEN,FREEZER_0F,13635,796,166,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-093,ALB-CO-CRG,DRY,AMBIENT,2371,372,163,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-094,ALB-CO-CRG,PRODUCE,COOLER_34_38F,2403,353,174,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-095,ALB-ID-BOI,DRY,AMBIENT,28387,729,115,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-096,ALB-ID-BOI,REFRIGERATED,COOLER_34_38F,3452,790,286,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-097,ALB-ID-BOI,DRY,AMBIENT,4934,552,184,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-098,ALB-ID-BOI,REFRIGERATED,COOLER_34_38F,22564,1110,296,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-099,SAF-UT-OGD,DRY,AMBIENT,17306,808,128,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-100,SAF-UT-OGD,REFRIGERATED,COOLER_34_38F,2922,1058,294,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-101,SAF-UT-OGD,DRY,AMBIENT,22579,595,128,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-102,SAF-UT-OGD,REFRIGERATED,COOLER_34_38F,12410,364,60,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-103,ALB-MT-MISA,DRY,AMBIENT,28284,914,20,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-104,ALB-MT-MISA,REFRIGERATED,COOLER_34_38F,19314,804,85,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-105,ALB-MT-MISA,DRY,AMBIENT,11642,432,300,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-106,ALB-MT-MISA,REFRIGERATED,COOLER_34_38F,15830,892,35,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-107,ALB-WY-JKS,DRY,AMBIENT,10027,779,289,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-108,ALB-UT-PCT,PRODUCE,COOLER_34_38F,16456,641,273,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-109,ALB-UT-PRC,PRODUCE,COOLER_34_38F,11389,501,92,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-110,ALB-UT-PRC,FROZEN,FREEZER_0F,11866,461,180,FALSE,COSMOS,2026-05-11,2026-05-12
