order_id,location_code,commodity_group,temperature_group,weight_lbs,cube,cases,is_crossdock,order_source,order_date,required_delivery_date
PO-20260512-062,ALB-WY-EVN,FROZEN,FREEZER_0F,10439,426,99,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-063,ALB-WY-EVN,DRY,AMBIENT,2892,755,225,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-064,ALB-WY-EVN,PRODUCE,COOLER_34_38F,4026,619,105,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-065,ALB-WY-EVN,REFRIGERATED,COOLER_34_38F,6912,180,140,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-066,ALB-WY-JKS,PRODUCE,COOLER_34_38F,3077,321,57,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-067,ALB-WY-JKS,DRY,AMBIENT,10720,791,246,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-068,ALB-WY-JKS,FROZEN,FREEZER_0F,7171,255,194,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-069,SAF-CO-GJT,REFRIGERATED,COOLER_34_38F,910,477,170,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-070,SAF-CO-GJT,PRODUCE,COOLER_34_38F,10334,449,237,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-071,SAF-CO-GJT,DRY,AMBIENT,10614,643,114,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-072,SAF-CO-STM,REFRIGERATED,COOLER_34_38F,7968,84,244,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-073,SAF-CO-STM,PRODUCE,COOLER_34_38F,2079,517,186,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-074,ALB-CO-CRG,REFRIGERATED,COOLER_34_38F,562,701,287,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-075,ALB-CO-CRG,DRY,AMBIENT,563,559,299,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-076,ALB-CO-CRG,FROZEN,FREEZER_0F,2572,724,263,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-077,ALB-CO-CRG,PRODUCE,COOLER_34_38F,9532,522,68,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-078,ALB-ID-BOI,REFRIGERATED,COOLER_34_38F,1431,706,288,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-079,ALB-ID-BOI,DRY,AMBIENT,4589,228,283,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-080,ALB-ID-BOI,FROZEN,FREEZER_0F,5786,753,110,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-081,SAF-UT-OGD,PRODUCE,COOLER_34_38F,7650,166,180,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-082,SAF-UT-OGD,REFRIGERATED,COOLER_34_38F,1127,159,184,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-083,SAF-UT-OGD,REFRIGERATED,COOLER_34_38F,6767,492,190,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-084,ALB-MT-MISA,DRY,AMBIENT,6662,448,273,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-085,ALB-MT-MISA,REFRIGERATED,COOLER_34_38F,5819,696,209,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-086,ALB-MT-MISA,DRY,AMBIENT,2062,604,199,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-087,ALB-ID-IDF,FROZEN,FREEZER_0F,11252,387,235,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-088,ALB-WY-JKS,DRY,AMBIENT,8050,522,22,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-089,ALB-CO-CRG,FROZEN,FREEZER_0F,9241,767,139,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-090,SAF-UT-STG,DRY,AMBIENT,11849,585,153,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-091,SAF-UT-PRO,REFRIGERATED,COOLER_34_38F,7420,274,175,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-092,SAF-MT-KAL,DRY,AMBIENT,10777,761,92,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-093,ALB-WY-EVN,REFRIGERATED,COOLER_34_38F,5839,664,77,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-094,ALB-ID-TWN,REFRIGERATED,COOLER_34_38F,1161,215,26,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-095,SAF-MT-KAL,PRODUCE,COOLER_34_38F,8896,751,143,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-096,ALB-UT-VRN,FROZEN,FREEZER_0F,712,242,141,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-097,ALB-UT-CDR,REFRIGERATED,COOLER_34_38F,1422,127,230,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-098,ALB-ID-BOI,PRODUCE,COOLER_34_38F,8577,225,182,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-099,ALB-MT-MISA,DRY,AMBIENT,2705,642,240,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-100,ALB-WY-EVN,DRY,AMBIENT,10039,624,105,FALSE,COSMOS,2026-05-11,2026-05-12
