order_id,location_code,commodity_group,temperature_group,weight_lbs,cube,cases,is_crossdock,order_source,order_date,required_delivery_date
PO-20260512-017,ALB-UT-PCT,REFRIGERATED,COOLER_34_38F,2977,320,60,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-018,ALB-UT-PCT,DRY,AMBIENT,7057,130,74,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-019,SAF-UT-LAY,FROZEN,FREEZER_0F,5016,435,38,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-020,SAF-UT-LAY,DRY,AMBIENT,7145,338,80,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-021,ALB-UT-TOO,FROZEN,FREEZER_0F,3747,373,290,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-022,ALB-UT-TOO,PRODUCE,COOLER_34_38F,1644,504,294,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-023,SAF-UT-STG,DRY,AMBIENT,5745,381,70,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-024,SAF-UT-STG,PRODUCE,COOLER_34_38F,1444,307,113,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-025,SAF-UT-STG,REFRIGERATED,COOLER_34_38F,4247,290,296,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-026,ALB-UT-CDR,DRY,AMBIENT,1024,269,74,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-027,ALB-UT-CDR,REFRIGERATED,COOLER_34_38F,2920,316,273,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-028,ALB-UT-CDR,FROZEN,FREEZER_0F,6284,369,126,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-029,ALB-UT-VRN,REFRIGERATED,COOLER_34_38F,4103,442,173,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-030,ALB-UT-PRC,PRODUCE,COOLER_34_38F,1565,225,35,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-031,ALB-ID-POC,PRODUCE,COOLER_34_38F,2074,386,28,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-032,ALB-ID-IDF,FROZEN,FREEZER_0F,4256,440,205,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-033,ALB-ID-TWN,REFRIGERATED,COOLER_34_38F,4520,433,130,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-034,ALB-ID-TWN,FROZEN,FREEZER_0F,6475,282,31,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-035,ALB-ID-BOI,PRODUCE,COOLER_34_38F,5458,282,79,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-036,ALB-ID-BOI,REFRIGERATED,COOLER_34_38F,4874,192,285,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-037,ALB-ID-REX,PRODUCE,COOLER_34_38F,7548,427,65,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-038,ALB-ID-REX,REFRIGERATED,COOLER_34_38F,5710,208,157,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-039,SAF-WY-RKS,PRODUCE,COOLER_34_38F,5923,66,34,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-040,SAF-WY-RKS,REFRIGERATED,COOLER_34_38F,2886,74,272,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-041,ALB-WY-EVN,FROZEN,FREEZER_0F,1532,130,159,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-042,ALB-WY-EVN,REFRIGERATED,COOLER_34_38F,936,189,225,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-043,ALB-WY-EVN,PRODUCE,COOLER_34_38F,7651,142,189,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-044,ALB-WY-JKS,REFRIGERATED,COOLER_34_38F,2211,182,231,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-045,SAF-CO-GJT,PRODUCE,COOLER_34_38F,359,178,148,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-046,SAF-CO-GJT,FROZEN,FREEZER_0F,5762,358,206,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-047,SAF-CO-STM,PRODUCE,COOLER_34_38F,5402,410,90,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-048,ALB-CO-CRG,REFRIGERATED,COOLER_34_38F,6243,449,184,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-049,ALB-CO-CRG,PRODUCE,COOLER_34_38F,6059,347,300,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-050,ALB-ID-BOI,REFRIGERATED,COOLER_34_38F,5362,290,157,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-051,ALB-ID-BOI,FROZEN,FREEZER_0F,6139,311,82,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-052,SAF-UT-OGD,FROZEN,FREEZER_0F,4549,455,22,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-053,SAF-UT-OGD,PRODUCE,COOLER_34_38F,2738,536,57,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-054,ALB-MT-MISA,FROZEN,FREEZER_0F,6009,194,262,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-055,ALB-MT-MISA,PRODUCE,COOLER_34_38F,7288,487,102,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-056,SAF-MT-POL,DRY,AMBIENT,2093,219,253,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-057,ALB-MT-WPT,FROZEN,FREEZER_0F,2660,99,180,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-058,SAF-UT-LAY,FROZEN,FREEZER_0F,2486,149,51,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-059,ALB-ID-POC,PRODUCE,COOLER_34_38F,4971,221,146,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-060,SAF-MT-POL,REFRIGERATED,COOLER_34_38F,7138,333,201,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-061,SAF-UT-PRO,REFRIGERATED,COOLER_34_38F,3365,407,128,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-062,ALB-MT-MISA,DRY,AMBIENT,943,78,152,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-063,SAF-UT-LAY,PRODUCE,COOLER_34_38F,1505,328,239,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-064,ALB-MT-WPT,REFRIGERATED,COOLER_34_38F,7271,364,132,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-065,ALB-ID-TWN,REFRIGERATED,COOLER_34_38F,5400,410,227,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-066,ALB-UT-TOO,PRODUCE,COOLER_34_38F,6708,197,252,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-067,SAF-UT-LAY,FROZEN,FREEZER_0F,480,322,49,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-068,ALB-UT-PRC,DRY,AMBIENT,2521,495,37,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-069,SAF-MT-KAL,FROZEN,FREEZER_0F,2098,110,40,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-070,ALB-ID-BOI,REFRIGERATED,COOLER_34_38F,5356,267,283,FALSE,COSMOS,2026-05-11,2026-05-12
