order_id,location_code,commodity_group,temperature_group,weight_lbs,cube,cases,is_crossdock,order_source,order_date,required_delivery_date
PO-20260512-025,ALB-WY-JKS,PRODUCE,COOLER_34_38F,7201,196,278,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-026,ALB-WY-JKS,FROZEN,FREEZER_0F,11265,386,284,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-027,ALB-WY-JKS,PRODUCE,COOLER_34_38F,963,608,22,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-028,SAF-UT-OGD,DRY,AMBIENT,2485,561,226,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-029,SAF-UT-PRO,FROZEN,FREEZER_0F,10108,217,134,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-030,SAF-UT-PRO,REFRIGERATED,COOLER_34_38F,2307,706,300,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-031,ALB-UT-LOG,DRY,AMBIENT,10307,661,108,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-032,ALB-UT-LOG,REFRIGERATED,COOLER_34_38F,9069,449,259,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-033,ALB-UT-PCT,PRODUCE,COOLER_34_38F,10760,211,240,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-034,ALB-UT-PCT,PRODUCE,COOLER_34_38F,11871,265,143,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-035,SAF-UT-LAY,FROZEN,FREEZER_0F,9501,86,129,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-036,SAF-UT-LAY,REFRIGERATED,COOLER_34_38F,8146,288,162,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-037,ALB-UT-TOO,DRY,AMBIENT,9833,187,258,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-038,ALB-UT-TOO,DRY,AMBIENT,11522,569,162,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-039,SAF-UT-STG,REFRIGERATED,COOLER_34_38F,11191,304,181,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-040,SAF-UT-STG,REFRIGERATED,COOLER_34_38F,2476,217,94,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-041,ALB-UT-CDR,REFRIGERATED,COOLER_34_38F,11868,712,111,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-042,ALB-UT-VRN,PRODUCE,COOLER_34_38F,6159,735,155,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-043,ALB-UT-PRC,PRODUCE,COOLER_34_38F,1752,709,57,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-044,ALB-UT-PRC,FROZEN,FREEZER_0F,1930,213,127,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-045,ALB-ID-POC,DRY,AMBIENT,4998,448,182,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-046,ALB-ID-POC,FROZEN,FREEZER_0F,7867,319,206,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-047,ALB-ID-IDF,REFRIGERATED,COOLER_34_38F,4905,231,57,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-048,ALB-ID-IDF,PRODUCE,COOLER_34_38F,8003,388,236,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-049,ALB-ID-TWN,DRY,AMBIENT,4005,767,99,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-050,ALB-ID-TWN,REFRIGERATED,COOLER_34_38F,1961,234,102,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-051,ALB-ID-BOI,REFRIGERATED,COOLER_34_38F,2129,157,274,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-052,ALB-ID-REX,DRY,AMBIENT,6956,657,212,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-053,SAF-CO-GJT,PRODUCE,COOLER_34_38F,4849,306,98,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-054,SAF-CO-STM,DRY,AMBIENT,4511,371,88,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-055,SAF-CO-STM,REFRIGERATED,COOLER_34_38F,4240,534,208,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-056,ALB-CO-CRG,FROZEN,FREEZER_0F,4050,703,229,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-057,ALB-CO-CRG,REFRIGERATED,COOLER_34_38F,2004,451,229,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-058,ALB-UT-PRC,DRY,AMBIENT,1990,503,213,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-059,ALB-MT-MISB,PRODUCE,COOLER_34_38F,4732,216,177,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-060,ALB-ID-POC,REFRIGERATED,COOLER_34_38F,10166,282,140,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-061,ALB-MT-WPT,REFRIGERATED,COOLER_34_38F,2892,207,68,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-062,SAF-CO-GJT,DRY,AMBIENT,2901,780,208,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-063,ALB-ID-IDF,REFRIGERATED,COOLER_34_38F,3229,797,221,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-064,ALB-ID-IDF,REFRIGERATED,COOLER_34_38F,5854,256,30,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-065,ALB-ID-IDF,REFRIGERATED,COOLER_34_38F,9765,500,53,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-066,SAF-WY-RKS,REFRIGERATED,COOLER_34_38F,5158,599,190,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-067,SAF-MT-KAL,FROZEN,FREEZER_0F,1051,504,41,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-068,ALB-ID-TWN,PRODUCE,COOLER_34_38F,800,491,67,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-069,ALB-MT-MISA,REFRIGERATED,COOLER_34_38F,11660,595,144,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-070,SAF-UT-LAY,DRY,AMBIENT,10710,374,124,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-071,ALB-UT-LOG,DRY,AMBIENT,5505,772,274,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-072,ALB-ID-TWN,DRY,AMBIENT,8914,253,181,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-073,SAF-CO-STM,REFRIGERATED,COOLER_34_38F,5259,88,80,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-074,ALB-ID-POC,DRY,AMBIENT,2334,387,55,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-075,ALB-UT-LOG,DRY,AMBIENT,5521,321,98,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-076,ALB-CO-CRG,DRY,AMBIENT,3341,577,276,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-077,SAF-UT-LAY,FROZEN,FREEZER_0F,2240,634,160,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-078,ALB-ID-IDF,REFRIGERATED,COOLER_34_38F,1143,708,87,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-079,ALB-WY-JKS,DRY,AMBIENT,3021,556,222,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-080,ALB-MT-MISB,FROZEN,FREEZER_0F,6872,311,43,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-081,ALB-ID-BOI,FROZEN,FREEZER_0F,5150,678,104,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-082,ALB-UT-CDR,PRODUCE,COOLER_34_38F,10086,218,139,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-083,ALB-ID-BOI,PRODUCE,COOLER_34_38F,11974,411,37,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-084,ALB-ID-POC,PRODUCE,COOLER_34_38F,10368,123,48,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-085,SAF-UT-LAY,FROZEN,FREEZER_0F,6512,253,195,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-086,ALB-UT-PRC,DRY,AMBIENT,4961,214,59,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-087,SAF-CO-STM,FROZEN,FREEZER_0F,5782,591,248,FALSE,COSMOS,2026-05-11,2026-05-12
PO-20260512-088,ALB-MT-MISB,DRY,AMBIENT,9801,87,91,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-089,SAF-UT-STG,PRODUCE,COOLER_34_38F,6431,219,94,TRUE,VENDOR_CSV,2026-05-11,2026-05-12
PO-20260512-090,ALB-UT-TOO,FROZEN,FREEZER_0F,1948,153,209,FALSE,COSMOS,2026-05-11,2026-05-12
